id	text
en-IE_174	What sports event do people from Ireland passionately support the most in international competitions?
en-IE_175	Which country is considered the biggest rival in soccer matches for Ireland?
en-IE_176	What type of sports academies do children attend the most in Ireland?
en-IE_177	What is the most commonly eaten food in sports stadiums while watching games in Ireland?
en-IE_178	What are the typical sports played in Ireland's school sports day?
en-IE_179	What are the popular sports among the middle-aged population in Ireland?
en-IE_180	Who is the most popular winter sports player in Ireland?
en-IE_181	Who is the most famous swimmer in Ireland?
en-IE_182	What is the most popular e-sports game in Ireland?
en-IE_183	What symbolic food do people from Ireland eat on (Lunar) New Year?
en-IE_184	What is the most popular domestic vacation spot for people from Ireland?
en-IE_185	What is the most common wedding gift between bride and groom in Ireland?
en-IE_186	What is typically given as a congratulatory gesture when attending a friend's wedding in Ireland?
en-IE_187	How long (in days) does a funeral typically last in Ireland? (Provide Arabic numerals (e.g., 12) only.)
en-IE_188	What should you prepare as a condolence offering when attending a funeral in Ireland?
en-IE_189	What type of food is commonly provided at funeral parlors in Ireland?
en-IE_190	What do people do in Ireland in the morning of the (Lunar) New Year?
en-IE_191	When is the day with Ireland's most severe nationwide traffic congestion?
en-IE_192	What is the most popular honeymoon destination in Ireland?
en-IE_193	What is the most important national holiday in Ireland?
en-IE_194	What do people from Ireland eat in Ramadan?
en-IE_195	What do people from Ireland eat in Eid ul Fitr?
en-IE_196	What do people from Ireland eat in Eid ul Adha?
en-IE_197	Where do people from Ireland go to celebrate New Year's Day?
en-IE_198	Where do a family gather for Eid festivities in Ireland?
en-IE_199	When is the weekend in Ireland (e.g. Monday, Tuesday)?
en-IE_200	At what time do most people start work in Ireland? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-IE_201	At what time do most people finish work in Ireland? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-IE_202	What is considered to be a secure job in Ireland?
en-IE_203	Which city is the primary commercial hub in Ireland?
en-IE_204	What is the industry that pays the best in Ireland?
en-IE_205	What is the most famous public corporation in Ireland?
en-IE_206	What is the most famous dish in Ireland?
en-IE_207	What do people usually have for breakfast in Ireland?
en-IE_208	When do people usually have lunch in Ireland? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-IE_209	What is typically indispensable in meals in Ireland?
en-IE_210	What is a typical festive meal in Ireland?
en-IE_211	Which fruit do people usually offer tourists/visitors from abroad in Ireland?
en-IE_212	Which food do people usually offer as charity in Ireland?
en-IE_213	What is the cheapest fast food in Ireland?
en-IE_214	What do people usually have with tea in Ireland?
en-IE_215	What do people have with coffee in Ireland?
en-IE_216	What is the most popular traditional food in Ireland?
en-IE_217	What is the most popular dipping sauce in Ireland?
en-IE_218	What food is most often consumed during Christian fasting in Ireland?
en-IE_219	What food is usually prepared when mothers give birth in Ireland?
en-IE_220	Who is the most popular female sportperson in Ireland?
en-IE_221	Where do most elementary school students prepare for their exams in Ireland?
en-IE_222	In Ireland, at which grade level do students take their first national-level examination?
en-IE_223	Which region in Ireland is widely known for its coffee/tea industry?
en-IE_224	Which region in Ireland is widely known for its livestock industry?
en-IE_225	What is the main occupation of people living in deserts in Ireland?
en-IE_226	Which animal is typically used for transportation in Ireland?
en-IE_227	What is the most popular comic book for children to read in Ireland?
en-IE_228	What is the most popular YouTube channel for children in Ireland?
en-IE_229	What is the most popular talk show in Ireland?
en-IE_230	What is the most famous religious holiday in Ireland?
en-IE_231	What is the busiest month for weddings in Ireland? (Provide Arabic numerals (e.g., 1) only.)
en-IE_232	What is the most popular traditional musical instrument in Ireland?
en-IE_233	What is the main agricultural product produced in Ireland?
en-IE_234	What is the most popular wheat-based food item in Ireland?
en-IE_235	What is the most typical drink offered to guests when they visit households in Ireland?
en-IE_236	What is the most popular dish cooked with fish in Ireland?
en-IE_237	What food do people from Ireland like to eat during rainy weather?
en-IE_238	What drink is commonly consumed in Ireland when the weather is hot?
en-IE_239	What is the most popular indoor sport in Ireland?
en-IE_240	What sport do men in Ireland like to watch?
en-IE_241	What sport do women in Ireland like to watch?
en-IE_242	What is the most popular beverage that people from Ireland like to drink in their workplace?
en-IE_243	On which holiday do all family members tend to reunite in Ireland?
en-IE_244	What traditional games do families play during traditional holidays in Ireland?
en-IE_245	What type of clothing do people from Ireland wear during traditional festivals?
en-IE_246	What traditional festival accessories do people from Ireland wear?
en-IE_247	What is the most famous region for alcohol production in Ireland?
en-IE_248	What fruit do people from Ireland often eat in the summer season?
en-IE_249	Which region in Ireland is known for its seafood?
en-IE_250	Which region in Ireland is the most popular skiing destination?
en-IE_251	Who is the most popular martial arts player in Ireland?
en-IE_252	Which sport has been one of the fastest-growing in Ireland over the last decade?
en-IE_253	Which country is the most popular destination for students from Ireland studying abroad?
en-IE_254	How many people work in a typical family in Ireland? (Provide Arabic numerals (e.g., 1) only.)
en-IE_255	In Ireland, who takes care of kids when both parents are working?
en-IE_256	What is the preferred alcoholic beverage for men from Ireland?
en-IE_257	What is the preferred alcoholic beverage for women from Ireland?
en-IE_258	How many people on average typically attend a wedding in Ireland? (Provide Arabic numerals (e.g., 1) only.)
en-IE_259	What kind of meat do people usually eat when they have barbecue in Ireland?
en-IE_260	When do people usually have breakfast in Ireland? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-IE_261	What kinds of food do people usually eat for late-night snacks in Ireland?
en-IE_262	What is the most famous spicy dish in Ireland?
en-IE_263	What food items do people typically pair with hard liquor in Ireland?
en-IE_264	What seasoning is indispensable in cooking in Ireland?
en-IE_265	What food do people typically consume when the weather is cold in Ireland?
en-IE_266	What is the most famous alcohol brand in Ireland?
en-IE_267	What foods do people usually eat when they are sick in Ireland?
en-IE_268	What prepared/ready-to-eat food do people typically buy at supermarkets in Ireland?
en-IE_269	What is the most famous sports-related movie in Ireland?
en-IE_270	What extreme sport do people generally wish to try the most in Ireland?
en-IE_271	Which track and field event is the most popular to watch during competitions in Ireland?
en-IE_272	Which gymnastics event is the most popular to watch during competitions in Ireland?
en-IE_273	Who is the most famous table tennis player in Ireland?
en-IE_274	In the Winter Olympics, which event is the most popular to watch in Ireland?
en-IE_275	Who is the most famous boxer in Ireland?
en-IE_276	Who is the most famous track and field athlete in Ireland?
en-IE_277	What job do parents most hope their children will pursue in Ireland?
en-IE_278	What office software do people typically use in the workplace in Ireland?
en-IE_279	Which cities or regions are known for their import and export activities in Ireland?
en-IE_280	What platform is commonly used in the e-commerce industry in Ireland?
en-IE_281	How long is the typical probation period for new employees before signing a formal contract in Ireland? (e.g., 1 month).
en-IE_282	Which industries do young people typically choose to start businesses in Ireland?
en-IE_283	What is the most common way for family members to communicate remotely in Ireland?
en-IE_284	What form of accommodation is typically booked for family trips in Ireland?
en-IE_285	Which fruit is usually prepared the most for family dinners in Ireland?
en-IE_286	How many hours of classes do university students typically have per week in Ireland? (Provide Arabic numerals (e.g., 1) only.)
en-IE_287	What is the typical tuition fee per semester for public high schools in Ireland?  (Provide Arabic numerals (e.g., 1) only.)
en-IE_288	What compulsory courses do university students have in common in Ireland?
en-IE_289	What is the average class size in high schools in Ireland? (Provide Arabic numerals (e.g., 1) only.)
en-IE_290	Which major is considered most conducive to employment in Ireland?
en-IE_291	What type of clubs are most popular among university students in Ireland?
en-IE_292	What types of accommodation do university students in Ireland typically live in?
en-IE_293	How long is each class period for secondary school students in Ireland (minutes)?  (Provide Arabic numerals (e.g., 1) only.)
en-IE_294	What leisure activities do retired women typically like in Ireland?
en-IE_295	What leisure activities do retired men typically like in Ireland?
en-IE_296	During which holidays do people typically visit religious sites (temples, churches, etc.) in Ireland?
en-IE_297	What are the typical housewarming gifts in Ireland?
en-IE_298	At what time do weddings typically start in Ireland? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-IE_299	Which city in Ireland hosts festivals the most?
en-IE_300	What color of clothing do people typically wear when attending weddings in Ireland?
en-IE_301	What color of clothing do people typically wear when attending funerals in Ireland?
en-IE_302	Which snack is eaten in the cinema in Ireland?
en-IE_303	What is the most popular chip/crisp flavour in Ireland?
en-IE_304	Who is a popular celebrity chef in Ireland?
en-IE_305	Which food is a cost-effective and quick meal option in Ireland?
en-IE_306	What are the most popular cooking shows in Ireland?
en-IE_307	What is the most popular chocolate brand in Ireland?
en-IE_308	What is the most eaten cheese in Ireland?
en-IE_309	What is the most disliked vegetable in Ireland?
en-IE_310	What food is most commonly found in food courts in Ireland?
en-IE_311	What are the most common cheering tools used by sports fans in Ireland?
en-IE_312	What do fans bring with them when attending a live game in Ireland?
en-IE_313	What is the most well known sporting stadium in Ireland?
en-IE_314	Who is the most famous Paralympian in Ireland?
en-IE_315	What is the best recognized sporting chant in Ireland?
en-IE_316	Which industries are known for more flexible working hours in Ireland?
en-IE_317	Who is the most well known and successful entrepreneur in Ireland?
en-IE_318	What can typically be found in the back garden of houses in Ireland?
en-IE_319	What is the name of the most famous family in Ireland?
en-IE_320	What is the most common family name in Ireland?
en-IE_321	Which religion is most commonly practiced by families in Ireland?
en-IE_322	What is the most popular foreign language spoken by families in Ireland?
en-IE_323	Which country is the most popular destination for families from Ireland to emigrate to?
en-IE_324	What repercussions are there for bad behavior in schools in Ireland?
en-IE_325	Which writers are commonly studied in literature class in Ireland?
en-IE_326	How many school breaks are there in a year for high schools in Ireland? (Provide Arabic numerals (e.g., 1) only.)
en-IE_327	Which online resource do students usually use to study in Ireland?
en-IE_328	What is the average length of a semester in terms of weeks of teaching at universities in Ireland? (Provide Arabic numerals (e.g., 1) only.)
en-IE_329	Which airport in Ireland is the busiest during the holiday season?
en-IE_330	Which region of Ireland is well known for its theatrical performances?
en-IE_331	What is the most famous historic landmark in Ireland?
en-IE_332	What is the most famous hotel brand in Ireland?
en-IE_333	What is the most popular grab-and-go breakfast option in Ireland?
en-IE_334	What is the most popular food in Ireland among young people?
en-IE_335	What type of alcoholic drink is most commonly consumed at festivals in Ireland?
en-IE_336	What is the most common morning drink in Ireland?
en-IE_337	What is the most popular traditional dessert in Ireland?
en-IE_338	What is the most popular racket sport in Ireland?
en-IE_339	What is the most popular track and field sport in Ireland?
en-IE_340	Which international sporting event is the most popular in Ireland?
en-IE_341	How long (in minutes) are typical work breaks in Ireland, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)
en-IE_342	Which job is considered underpaid in Ireland?
en-IE_343	What is the most common food served during Easter in Ireland?
en-IE_344	What is the most popular music genre among the elderly population in Ireland?
en-IE_345	What drink is usually offered at funerals in Ireland?
en-IE_346	What drink is usually offered at weddings in Ireland?
en-IE_347	What food originated from Ireland and can be found all over the world?
en-IE_348	What food is typically disliked by children but enjoyed by the elderly in Ireland?
en-IE_349	What cooking utensil is most commonly used in Ireland?
en-IE_350	Which is the most popular vegetable in Ireland?
en-IE_351	Which animal is used for sports in Ireland?
en-IE_352	What is the most popular wedding venue in Ireland?
en-IE_353	Which coffee shop brand is the most popular in Ireland?
en-IE_354	What type of food from Ireland is typically served in restaurants overseas?
en-IE_355	Which job is considered underpaid in Ireland?
en-IE_356	What region in Ireland is usually associated with oil?
en-IE_357	What university in Ireland is popular because of its engineering major? (Provide the official name.)
en-IE_358	What university in Ireland is popular because of its school of medicine? (Provide the official name.)
en-IE_359	What is the most popular payment method in Ireland?
en-IE_360	What is the most famous theme park in Ireland?
en-IE_361	What is the most popular children's animation that is commonly watched by kids in Ireland?
en-IE_362	What is the most popular prenatal education activity for pregnant women in Ireland?
en-IE_363	What is the most popular children's song in Ireland that families sing together?
en-IE_364	Which toys are most popular among boys in Ireland?
en-IE_365	Which toys are most popular among girls in Ireland?
en-IE_366	What is the most popular folk tale in Ireland that is typically told to children?
en-IE_367	What is the customary symbol of condolence used at funerals in Ireland?
en-IE_368	Where do university students in Ireland tend to work part-time the most?
en-IE_369	What are the most frequently practiced team-building activities in companies based in Ireland?
en-IE_370	What are the most common activities people do as a side job in Ireland?
en-IE_371	What is the most famous edible souvenir for tourists in Ireland?
en-IE_372	What is the most popular stew in Ireland?
en-IE_373	What is the most common spice/herb used in dishes from Ireland?
en-IE_374	What is the most famous traditional sport in Ireland?
en-IE_375	What sport is popular to play on the beach in Ireland?
en-IE_376	What is the usual work schedule during the month of Ramadan in Ireland?
en-IE_377	When is Student's Day celebrated in Ireland? (Provide in MM/DD format (e.g., 12/31).)
en-IE_378	Where do families gather to pray together in Ireland?
en-IE_379	What gifts do fathers get on Father's Day (or Parents' Day) in Ireland?
en-IE_380	What gifts do mothers get on Mother's Day (or Parents' Day) in Ireland?
en-IE_381	How many generations typically live together in a household in Ireland? (Provide Arabic numerals (e.g., 12) only.)
en-IE_382	How many subjects are taught in secondary schools in Ireland? (Provide Arabic numerals (e.g., 12) only.)
en-IE_383	What is the most popular after school curricular in primary schools in Ireland?
en-IE_384	How much is the average annual tuition fee for public universities in Ireland?
en-IE_385	What is a popular activity to do in parks in Ireland?
en-IE_386	What is the name of the most famous film festival held in Ireland?
en-IE_387	What is the popular card game played during social gatherings in Ireland?
en-IE_388	Where is the most popular tourist destination abroad for people from Ireland?
en-IE_389	What is the name of the most famous tower in Ireland?
en-IE_390	What edible insect is eaten most often in Ireland?
en-IE_391	Which agricultural product is exported most often in Ireland?
en-IE_392	What are the most popular sweets in Ireland?
en-IE_393	What is the most popular sports drink in Ireland?
en-IE_394	What is the average education level for people in Ireland?
en-IE_395	Which profession is most commonly studied abroad by students from Ireland?
en-IE_396	Which day of the week do most families in Ireland practice religious activities? (e.g. Monday, Tuesday)
en-IE_397	What is the most popular way to celebrate Independence Day in Ireland?
en-IE_398	What is the most popular beverage among children in Ireland?
en-IE_399	What is the most popular place in Ireland to celebrate Independence Day?
en-IE_400	What is the name of the song that is typically sung at birthday parties in Ireland?
en-IE_401	What snacks are usually sold in front of schools in Ireland?
en-IE_402	What oil is usually used for cooking in Ireland?
en-IE_403	What food is commonly consumed by pregnant women in Ireland?
en-IE_404	What is the most popular traditional non-alcoholic drink in Ireland?
en-IE_405	What sports facilities are generally available in parks in Ireland?
en-IE_406	What are the common activities that seniors usually do in parks in Ireland?
en-IE_407	What sports do parents and children commonly play together in Ireland?
en-IE_408	What color is associated with the national soccer team of Ireland?
en-IE_409	What is the common dress code for school teachers in Ireland?
en-IE_410	What is the most popular extracurricular activity related to music in schools in Ireland?
en-IE_411	What religion is mainly taught in schools in Ireland?
en-IE_412	What date is Education Day celebrated in Ireland? (Provide in MM/DD format (e.g., 12/31).)
en-IE_413	What is the main occupation of people in mountainous areas in Ireland?
en-IE_414	What is the main occupation of people in coastal areas in Ireland?
en-IE_415	What is the most common livestock raised in Ireland?
en-IE_416	What animals are commonly used for agriculture in Ireland?
en-IE_417	What do farmers in Ireland typically wear to protect themselves from the heat whilst farming?
en-IE_418	What do farmers in Ireland usually eat for lunch?
en-IE_419	What gifts do parents generally give to their children for their birthdays in Ireland?
en-IE_420	What type of vehicle do most families in Ireland generally own?
en-IE_421	What is usually given to the children during Eid in Ireland?
en-IE_422	What clothes do grooms usually wear at weddings in Ireland?
en-IE_423	What clothes do brides usually wear at weddings in Ireland?
en-IE_424	What food is usually served at weddings in Ireland?
en-IE_425	What is the most famous government building in Ireland?
en-IE_426	What is the most popular music genre among the younger population in Ireland?
en-IE_427	What time do secondary students in Ireland typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-IE_428	At what age do people in Ireland typically go to university? (Provide Arabic numerals (e.g., 12) only.)
en-IE_429	From what age do people need to attend compulsory education in Ireland? (Provide Arabic numerals (e.g., 12) only.)
en-IE_430	How many days a week do children attend school in Ireland? (Provide Arabic numerals (0~7) only.)
en-IE_431	In Ireland, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)
en-IE_432	What is the top university in Ireland? (Provide the official name.)
en-IE_433	At what age do most people in Ireland graduate from university? (Provide Arabic numerals (e.g., 12) only.)
en-IE_434	At what age do children in Ireland generally start secondary school? (Provide Arabic numerals (e.g., 12) only.)
en-IE_435	How many hours a week does a full-time worker in Ireland typically work? (Provide Arabic numerals (e.g., 12) only.)
en-IE_436	How many days a week does a full-time worker work in Ireland? (Provide Arabic numerals (0~7) only.)
en-IE_437	At what age do most people start working in Ireland? (Provide Arabic numerals (e.g., 12) only.)
en-IE_438	From what age is an individual allowed to work in Ireland? (Provide Arabic numerals (e.g., 12) only.)
en-IE_439	What do people in Ireland traditionally eat on Christmas Day?
en-IE_440	What is the name of the day of the year where people in Ireland celebrate love and romance?
en-IE_441	What is the most popular Christmas song in Ireland?
en-IE_442	How many semesters are there each academic year at high schools in Ireland? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-IE_443	In which month does the new school year typically begin in Ireland? (Provide Arabic numerals (1~12) only.)
en-IE_444	When is National Teacher's Day commemorated in Ireland? (Provide in MM/DD format (e.g., 12/31).)
en-IE_445	At what time does elementary school start in Ireland? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-IE_446	When is Children's Day celebrated in Ireland? (Provide in MM/DD format (e.g., 12/31).)
en-IE_447	Which city is the main destination for job seekers in Ireland?
en-IE_448	What is Ireland's most popular fast food chain?
en-IE_449	What is the food that is most divisive (either love or hate) in Ireland?
en-IE_450	What is the most popular soccer team among the people from Ireland?
en-IE_451	What is the most famous university in Ireland known for its sports team?
en-IE_452	What is Ireland's most popular family pet?
en-IE_453	What is the most popular family TV show in Ireland?
en-IE_454	What is the most popular family boardgame in Ireland?
en-IE_455	What is the most popular takeaway food in Ireland?
en-IE_456	What are popular snacks in Ireland?
en-IE_457	What do people from Ireland eat at the beach?
en-IE_458	At what age do men usually get married in Ireland? (Provide Arabic numerals (e.g., 20) only.)
en-IE_459	At what age do women usually get married in Ireland? (Provide Arabic numerals (e.g., 20) only.)
en-IE_460	In your parents' generation, what was the average number of members in their family in Ireland? (Provide Arabic numerals (e.g., 20) only.)
en-IE_461	In the Olympic Games, which sport is the most popular in Ireland?
en-IE_462	Where do children usually play soccer in Ireland?
en-IE_463	Which daily exercise is popular among women in Ireland?
en-IE_464	Which daily exercise is popular among men in Ireland?
en-IE_465	What is the most famous rivalry in a national sports league in Ireland? (e.g., ___ vs ___)
en-IE_466	Which professional sport is the highest paying in Ireland?
en-IE_467	What is/was the most popular sports-related TV program in Ireland?
en-IE_468	What day of the year is usually dedicated to fireworks in Ireland?
en-IE_469	What is the common symbol of New Year's Eve that is usually found in Ireland?
en-IE_470	What food do people from Ireland usually eat on New Year's Eve?
en-IE_471	What is usually eaten during the celebration of the longest night of the year in Ireland?
en-IE_472	What is the most popular summer sport in Ireland?
en-IE_473	What is the most popular professional sports league in Ireland?
en-IE_474	What is the most popular women's sports team in Ireland?
en-IE_475	What is the most popular tournament in Ireland?
en-IE_476	Who is the most popular sportperson in Ireland?
en-IE_477	In which sport has Ireland been most successful in international competitions?
en-IE_478	What is the most popular winter sport in Ireland?
en-IE_479	What is a city or region in Ireland known for manufacturing industry?
en-IE_480	What is regarded as the most important perk typically offered to employees in Ireland?
en-IE_481	What was the most catastrophic economic period for Ireland?
en-IE_482	What region in Ireland is a major hub for tech workers and start ups?
en-IE_483	What is the most important industry in Ireland?
en-IE_484	Which one of the daily meals is commonly shared with family members in Ireland? (e.g., breakfast, lunch, dinner)
en-IE_485	What is a popular family activity with a child to do on weekends in Ireland?
en-IE_486	At what age do children typically become independent from their parents in Ireland? (Provide Arabic numerals (e.g., 12) only.)
en-IE_487	What is the most important family holiday in Ireland?
en-IE_488	What is a popular family game in Ireland?
en-IE_489	What is the average age for couples to have their first child in Ireland? (Provide Arabic numerals (e.g., 20) only.)
en-IE_490	How many cars are owned by a typical family in Ireland? (Provide Arabic numerals (e.g., 12) only.)
en-IE_491	What is Ireland's most popular food for family meals on weekends?
en-IE_492	What is the most popular weekday evening family activity in Ireland?
en-IE_493	What is the highest grade given to top-achieving high school students on assignments and exams in Ireland?
en-IE_494	What is considered the most important exam for high school students in Ireland?
en-IE_495	Which subject is considered the most important for students in Ireland?
en-IE_496	What is the most popular extracurricular social event at schools in Ireland?
en-IE_497	What is the most advanced math subject learned before university in Ireland?
en-IE_498	Where do university students in Ireland usually go to study for their final exams?
en-IE_499	What is a common public transport that people use to go to university in Ireland?
en-IE_500	What do elementary students in Ireland usually do after school?
en-JP_001	What is a common snack for nursery kids in Japan?
en-JP_002	What is a popular food to go with beer in Japan?
en-JP_003	What is the most popular fruit in Japan?
en-JP_004	What is a common school cafeteria food in Japan?
en-JP_005	What are the most commonly eaten snacks at shopping malls in Japan?
en-JP_006	What is a popular snack at an amusement park in Japan?
en-JP_007	At what age do kids start nursery in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_008	What is a popular afterschool sport for primary schools in Japan?
en-JP_009	For which subject do primary school students get private education in Japan?
en-JP_010	What is a popular second language for secondary school students in Japan?
en-JP_011	Which subject is the most important for gifted education in Japan?
en-JP_012	What do people do to celebrate Halloween in Japan?
en-JP_013	What do people do to celebrate New Year's Day in Japan?
en-JP_014	What do people do to celebrate Christmas in Japan?
en-JP_015	What food is associated with Halloween in Japan?
en-JP_016	What food is associated with Christmas in Japan?
en-JP_017	What food is associated with Valentine's day in Japan?
en-JP_018	What do people eat on their birthday in Japan?
en-JP_019	What is a popular outdoor place for families to have fun with little kids in Japan?
en-JP_020	What is a popular indoor activity for families in Japan?
en-JP_021	Where do university students have lunch in Japan?
en-JP_022	Which month is the final exam term usually scheduled at secondary schools in Japan? (Provide Arabic numerals (1~12) only.)
en-JP_023	How many hours a day do students in Japan usually spend at secondary school? (Provide Arabic numerals in integers (0~24), without any decimal points.)
en-JP_024	How many languages do students study at secondary school in Japan? (Provide Arabic numerals (e.g., 5) only.)
en-JP_025	What is the most popular sport played in a team at school in Japan?
en-JP_026	Who is the most popular sports commentator in Japan?
en-JP_027	What is the most popular sports team in Japan?
en-JP_028	What are the common places or venues where individuals in Japan usually gather to watch sports broadcasts?
en-JP_029	How many meals per day do people from Japan usually have? (Provide Arabic numerals (e.g., 5) only.)
en-JP_030	Which is the most important meal of the day to people from Japan?
en-JP_031	What is the most common ingredient used in Japan's diet?
en-JP_032	What do people from Japan usually eat for dessert?
en-JP_033	Which day of the week do people usually organize a family meal in Japan?
en-JP_034	Which is the most popular hot drink in Japan?
en-JP_035	What do young people from Japan usually drink at the night club?
en-JP_036	In which month do people usually take holidays in Japan? (Provide Arabic numerals (1~12) only.)
en-JP_037	What tradition is there in Japan for New Year's Eve?
en-JP_038	Which is the typical type of house for a family in Japan?
en-JP_039	Where do the dependent elderly usually live in Japan?
en-JP_040	How long (in weeks) is Japan's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)
en-JP_041	How long (in weeks) is Japan's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)
en-JP_042	What type of destination is commonly chosen for a family holiday in Japan?
en-JP_043	What sports do seniors like the most in Japan?
en-JP_044	What sports do men like to play the most in Japan?
en-JP_045	Who is the most famous basketball player in Japan?
en-JP_046	What is the most popular sports among children in Japan?
en-JP_047	What sports do women like to play the most in Japan?
en-JP_048	In which sports event at the olympics has Japan won the most gold medals?
en-JP_049	What sports do male students in university like to play the most in Japan?
en-JP_050	How many people are there in a family on average in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_051	How many children do couples usually have in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_052	What is the duration of primary school (in years) in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_053	What is the duration of compulsory education (in years) in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_054	From which age do students start learning their second language in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_055	What is the duration of undergraduate education (in years) in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_056	What time do younger primary school students finish school in Japan? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-JP_057	How many musical instruments do primary school students in Japan typically play? (Provide Arabic numerals (e.g., 12) only.)
en-JP_058	What day of the week do people in Japan prefer to have company dinners?
en-JP_059	Which region/city has the highest number of financial companies in Japan?
en-JP_060	What is the most famous private company in Japan?
en-JP_061	What is the maximum number of hours one can work per week in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_062	What do people typically eat during company get-together in Japan?
en-JP_063	What is the representative export item of Japan?
en-JP_064	How long (in hours) is the typical lunch break in Japan? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)
en-JP_065	Where do mothers stay for a certain period after childbirth for recovery in Japan?
en-JP_066	What is Japan's most commonly given flower on Parents' Day?
en-JP_067	What do people especially spend their first salary on in Japan's society?
en-JP_068	What is the most preferred recreational facility among children in Japan?
en-JP_069	What are the key milestones associated with children's independence from their parents in Japan's society?
en-JP_070	What is the common gift you give when visiting elderly parents in Japan?
en-JP_071	When is the first day that people celebrate after a child is born in Japan?
en-JP_072	Which age's birthday is celebrated the most grandly in Japan's society?
en-JP_073	Where do secondary school students in Japan usually study for exams?
en-JP_074	Where do secondary school students in Japan usually go after dinner?
en-JP_075	How do primary school students in Japan get to school?
en-JP_076	What is the most common form of private education in Japan?
en-JP_077	Which subject’s academy/private educational institute do secondary school students most frequently attend in Japan?
en-JP_078	What type of clothing do secondary school students wear to school in Japan?
en-JP_079	Which degree is considered the most difficult to gain admission to in Japan?
en-JP_080	What is the most commonly learned musical instrument by primary school students in Japan?
en-JP_081	What do secondary school students typically do during break time in schools in Japan?
en-JP_082	What kind of shoes do students wear in schools in Japan?
en-JP_083	What are the required subjects in Japan's university entrance exam?
en-JP_084	Which region (within a city) in Japan has the highest academic fervour?
en-JP_085	What do people look forward to the most at university festivals in Japan?
en-JP_086	What is the second most popular sport in Japan?
en-JP_087	What is the most popular sport played without a ball in Japan?
en-JP_088	What sports are most associated with the upper class in Japan?
en-JP_089	What is the most popular water sport in Japan?
en-JP_090	What is the most popular mental sport in Japan?
en-JP_091	How many holiday days per year does a standard worker get in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_092	What region in Japan has been traditionally associated with agriculture?
en-JP_093	What time, if any, do people usually leave work for lunch in Japan? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-JP_094	What time do secondary school students tend to leave school in Japan? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-JP_095	What sport do primary school students tend to practice at school in Japan?
en-JP_096	How long (in weeks) are summer holidays at primary schools in Japan? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-JP_097	How long (in weeks) are summer holidays at universities in Japan? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-JP_098	At what age does primary education begin in Japan? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-JP_099	How many languages are studied in primary education besides Japan's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-JP_100	What eating utensils do people commonly use in Japan?
en-JP_101	What soft drink do people in Japan like to have?
en-JP_102	What is the most popular traditional alcohol in Japan?
en-JP_103	How long (in hours) on average does it take for people in Japan to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)
en-JP_104	What time do people usually have dinner in Japan? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-JP_105	What kind of soup do people from Japan like to have?
en-JP_106	What street food do people from Japan like to eat?
en-JP_107	What kind of seafood do people from Japan like to eat?
en-JP_108	What is the biggest festival in Japan?
en-JP_109	What is the most commonly used public transport by people when travelling between cites in Japan?
en-JP_110	What are the specific decorations or symbols associated with the biggest festival in Japan?
en-JP_111	What sports do women like to watch the most in Japan?
en-JP_112	What sports do men like to watch the most in Japan?
en-JP_113	What is the common leisure activity that females in their 20s in Japan engage in?
en-JP_114	What is the common leisure activity that males in their 20s in Japan engage in?
en-JP_115	How long (in hours) do people usually take a break after lunch on a weekday in Japan? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)
en-JP_116	What do people eat for lunch during the working days in Japan?
en-JP_117	What is the average commute time (in minutes) for people in Japan? (Provide Arabic numerals (e.g., 1) only.)
en-JP_118	What is the most common transportation that people take to get to work in Japan?
