id	lang_region	question_en	answer_en
ms-SG_024	ms-SG	When is summer vacation for schools in Singapore?	session
ms-SG_025	ms-SG	What is a major cultural festival in Singapore?	on
ms-SG_026	ms-SG	What do people in cities in Singapore most commonly commute to work by?	car
ms-SG_027	ms-SG	Which side of the road do people drive on in Singapore?	same
ms-SG_028	ms-SG	How do people usually get from the airport to the city center in Singapore?	bus
ms-SG_029	ms-SG	What is the main type of public transit in big cities in Singapore?	bus
ms-SG_030	ms-SG	At what age do children in Singapore start primary school?	6
ms-SG_031	ms-SG	What is the typical retirement age in Singapore?	65
ms-SG_033	ms-SG	What is the typical summer weather like in Singapore?	warm
ms-SG_034	ms-SG	When is the rainy season in Singapore?	here
ms-SG_035	ms-SG	What is the climate in Singapore generally like?	mild
ms-SG_036	ms-SG	What is the best time of year to visit Singapore?	August
ms-SG_037	ms-SG	Where are most cities in Singapore located?	in
ms-SG_038	ms-SG	Where do people in Singapore usually buy groceries?	home
ms-SG_039	ms-SG	What is the standard voltage for electrical outlets in Singapore?	220
ms-SG_040	ms-SG	What are public restrooms in Singapore usually like?	free
ms-SG_041	ms-SG	What do people in Singapore commonly pay with?	cash
ms-SG_042	ms-SG	What is the legal drinking age in Singapore?	18
ms-SG_043	ms-SG	How do people in Singapore usually greet each other?	name
ms-SG_044	ms-SG	What is it polite to do before entering a home in Singapore?	ask
ms-SG_045	ms-SG	What is the most popular mobile phone brand in Singapore?	Samsung
ms-SG_046	ms-SG	What is the most commonly used messaging app in Singapore?	WhatsApp
ms-SG_047	ms-SG	What is the most popular search engine in Singapore?	Google
eu-ES_001	eu-ES	What is the emergency telephone number for police in Basque Country, Spain?	112
eu-ES_002	eu-ES	What number should I call for an ambulance in Basque Country, Spain?	112
eu-ES_003	eu-ES	What is the general emergency number in Basque Country, Spain?	112
eu-ES_004	eu-ES	What is the fire department emergency number in Basque Country, Spain?	112
eu-ES_006	eu-ES	What is the official currency used in Basque Country, Spain?	Euro
eu-ES_007	eu-ES	What do people in Basque Country, Spain mostly use for payments?	euros
eu-ES_008	eu-ES	What is the typical tipping percentage in restaurants in Basque Country, Spain?	20%
eu-ES_009	eu-ES	Are prices in Basque Country, Spain usually displayed including or excluding tax?	before
eu-ES_010	eu-ES	What is the name of the central bank in Basque Country, Spain?	Bilbao
eu-ES_012	eu-ES	What do people in Basque Country, Spain usually eat for lunch?	pasta
eu-ES_013	eu-ES	What time do people in Basque Country, Spain generally have dinner?	home
eu-ES_015	eu-ES	What is the most popular non-alcoholic drink in Basque Country, Spain?	beer
eu-ES_017	eu-ES	What are meals in Basque Country, Spain typically served with?	wine
eu-ES_019	eu-ES	What do people in Basque Country, Spain eat with?	cheese
eu-ES_020	eu-ES	What is the main national holiday in Basque Country, Spain?	Sunday
eu-ES_021	eu-ES	When is New Year's Day celebrated in Basque Country, Spain?	Sunday
eu-ES_022	eu-ES	What time do shops in Basque Country, Spain usually open in the morning?	6
eu-ES_023	eu-ES	How many hours long is a typical workday in Basque Country, Spain?	8
eu-ES_024	eu-ES	When is summer vacation for schools in Basque Country, Spain?	session
eu-ES_026	eu-ES	What do people in cities in Basque Country, Spain most commonly commute to work by?	car
eu-ES_027	eu-ES	Which side of the road do people drive on in Basque Country, Spain?	opposite
eu-ES_028	eu-ES	How do people usually get from the airport to the city center in Basque Country, Spain?	bus
eu-ES_029	eu-ES	What is the main type of public transit in big cities in Basque Country, Spain?	bus
eu-ES_030	eu-ES	At what age do children in Basque Country, Spain start primary school?	6
eu-ES_031	eu-ES	What is the typical retirement age in Basque Country, Spain?	65
eu-ES_032	eu-ES	What do students in public schools in Basque Country, Spain wear as uniforms?	shoes
eu-ES_034	eu-ES	When is the rainy season in Basque Country, Spain?	here
eu-ES_035	eu-ES	What is the climate in Basque Country, Spain generally like?	warm
eu-ES_036	eu-ES	What is the best time of year to visit Basque Country, Spain?	August
eu-ES_037	eu-ES	Where are most cities in Basque Country, Spain located?	in
eu-ES_039	eu-ES	What is the standard voltage for electrical outlets in Basque Country, Spain?	220
eu-ES_040	eu-ES	What are public restrooms in Basque Country, Spain usually like?	free
eu-ES_041	eu-ES	What do people in Basque Country, Spain commonly pay with?	cash
eu-ES_042	eu-ES	What is the legal drinking age in Basque Country, Spain?	18
eu-ES_043	eu-ES	How do people in Basque Country, Spain usually greet each other?	name
eu-ES_044	eu-ES	What is it polite to do before entering a home in Basque Country, Spain?	ask
eu-ES_045	eu-ES	What is the most popular mobile phone brand in Basque Country, Spain?	Nokia
eu-ES_046	eu-ES	What is the most commonly used messaging app in Basque Country, Spain?	WhatsApp
eu-ES_047	eu-ES	What is the most popular search engine in Basque Country, Spain?	Google
bg-BG_001	bg-BG	What is the emergency telephone number for police in Bulgaria?	112
bg-BG_002	bg-BG	What number should I call for an ambulance in Bulgaria?	112
bg-BG_003	bg-BG	What is the general emergency number in Bulgaria?	112
bg-BG_004	bg-BG	What is the fire department emergency number in Bulgaria?	112
bg-BG_006	bg-BG	What is the official currency used in Bulgaria?	Euro
bg-BG_007	bg-BG	What do people in Bulgaria mostly use for payments?	euro
bg-BG_008	bg-BG	What is the typical tipping percentage in restaurants in Bulgaria?	50%
bg-BG_009	bg-BG	Are prices in Bulgaria usually displayed including or excluding tax?	before
bg-BG_012	bg-BG	What do people in Bulgaria usually eat for lunch?	out
bg-BG_013	bg-BG	What time do people in Bulgaria generally have dinner?	home
bg-BG_015	bg-BG	What is the most popular non-alcoholic drink in Bulgaria?	beer
bg-BG_017	bg-BG	What are meals in Bulgaria typically served with?	rice
bg-BG_019	bg-BG	What do people in Bulgaria eat with?	love
bg-BG_020	bg-BG	What is the main national holiday in Bulgaria?	Sunday
bg-BG_021	bg-BG	When is New Year's Day celebrated in Bulgaria?	Sunday
bg-BG_022	bg-BG	What time do shops in Bulgaria usually open in the morning?	6
bg-BG_023	bg-BG	How many hours long is a typical workday in Bulgaria?	8
bg-BG_024	bg-BG	When is summer vacation for schools in Bulgaria?	session
bg-BG_025	bg-BG	What is a major cultural festival in Bulgaria?	here
bg-BG_026	bg-BG	What do people in cities in Bulgaria most commonly commute to work by?	car
bg-BG_027	bg-BG	Which side of the road do people drive on in Bulgaria?	same
bg-BG_028	bg-BG	How do people usually get from the airport to the city center in Bulgaria?	bus
bg-BG_029	bg-BG	What is the main type of public transit in big cities in Bulgaria?	bus
bg-BG_030	bg-BG	At what age do children in Bulgaria start primary school?	6
bg-BG_031	bg-BG	What is the typical retirement age in Bulgaria?	65
bg-BG_032	bg-BG	What do students in public schools in Bulgaria wear as uniforms?	shoes
bg-BG_033	bg-BG	What is the typical summer weather like in Bulgaria?	warm
bg-BG_034	bg-BG	When is the rainy season in Bulgaria?	here
bg-BG_035	bg-BG	What is the climate in Bulgaria generally like?	mild
bg-BG_036	bg-BG	What is the best time of year to visit Bulgaria?	summer
bg-BG_037	bg-BG	Where are most cities in Bulgaria located?	in
bg-BG_038	bg-BG	Where do people in Bulgaria usually buy groceries?	home
bg-BG_039	bg-BG	What is the standard voltage for electrical outlets in Bulgaria?	220
bg-BG_040	bg-BG	What are public restrooms in Bulgaria usually like?	free
bg-BG_041	bg-BG	What do people in Bulgaria commonly pay with?	cash
bg-BG_042	bg-BG	What is the legal drinking age in Bulgaria?	18
bg-BG_043	bg-BG	How do people in Bulgaria usually greet each other?	name
bg-BG_044	bg-BG	What is it polite to do before entering a home in Bulgaria?	ask
bg-BG_045	bg-BG	What is the most popular mobile phone brand in Bulgaria?	Samsung
bg-BG_046	bg-BG	What is the most commonly used messaging app in Bulgaria?	WhatsApp
bg-BG_047	bg-BG	What is the most popular search engine in Bulgaria?	Google
fr-FR_001	fr-FR	What is the emergency telephone number for police in France?	112
fr-FR_002	fr-FR	What number should I call for an ambulance in France?	112
fr-FR_003	fr-FR	What is the general emergency number in France?	112
fr-FR_004	fr-FR	What is the fire department emergency number in France?	112
fr-FR_006	fr-FR	What is the official currency used in France?	franc
fr-FR_007	fr-FR	What do people in France mostly use for payments?	cash
fr-FR_008	fr-FR	What is the typical tipping percentage in restaurants in France?	20%
fr-FR_009	fr-FR	Are prices in France usually displayed including or excluding tax?	before
fr-FR_011	fr-FR	What is a common breakfast dish in France?	coffee
fr-FR_012	fr-FR	What do people in France usually eat for lunch?	out
fr-FR_013	fr-FR	What time do people in France generally have dinner?	home
fr-FR_015	fr-FR	What is the most popular non-alcoholic drink in France?	Champagne
fr-FR_017	fr-FR	What are meals in France typically served with?	wine
fr-FR_019	fr-FR	What do people in France eat with?	love
fr-FR_020	fr-FR	What is the main national holiday in France?	Sunday
fr-FR_021	fr-FR	When is New Year's Day celebrated in France?	Monday
fr-FR_022	fr-FR	What time do shops in France usually open in the morning?	6
fr-FR_023	fr-FR	How many hours long is a typical workday in France?	8
fr-FR_024	fr-FR	When is summer vacation for schools in France?	session
fr-FR_025	fr-FR	What is a major cultural festival in France?	here
fr-FR_026	fr-FR	What do people in cities in France most commonly commute to work by?	car
fr-FR_027	fr-FR	Which side of the road do people drive on in France?	same
fr-FR_028	fr-FR	How do people usually get from the airport to the city center in France?	train
fr-FR_029	fr-FR	What is the main type of public transit in big cities in France?	bus
fr-FR_030	fr-FR	At what age do children in France start primary school?	6
fr-FR_031	fr-FR	What is the typical retirement age in France?	65
fr-FR_032	fr-FR	What do students in public schools in France wear as uniforms?	shoes
fr-FR_033	fr-FR	What is the typical summer weather like in France?	warm
fr-FR_034	fr-FR	When is the rainy season in France?	here
fr-FR_035	fr-FR	What is the climate in France generally like?	mild
fr-FR_036	fr-FR	What is the best time of year to visit France?	summer
fr-FR_037	fr-FR	Where are most cities in France located?	in
fr-FR_038	fr-FR	Where do people in France usually buy groceries?	home
fr-FR_039	fr-FR	What is the standard voltage for electrical outlets in France?	220
fr-FR_040	fr-FR	What are public restrooms in France usually like?	free
fr-FR_041	fr-FR	What do people in France commonly pay with?	cash
fr-FR_042	fr-FR	What is the legal drinking age in France?	18
fr-FR_043	fr-FR	How do people in France usually greet each other?	name
fr-FR_044	fr-FR	What is it polite to do before entering a home in France?	ask
fr-FR_045	fr-FR	What is the most popular mobile phone brand in France?	Samsung
fr-FR_046	fr-FR	What is the most commonly used messaging app in France?	WhatsApp
fr-FR_047	fr-FR	What is the most popular search engine in France?	Google
ga-IE_001	ga-IE	What is the emergency telephone number for police in Ireland?	112
ga-IE_002	ga-IE	What number should I call for an ambulance in Ireland?	999
ga-IE_003	ga-IE	What is the general emergency number in Ireland?	112
ga-IE_004	ga-IE	What is the fire department emergency number in Ireland?	112
ga-IE_006	ga-IE	What is the official currency used in Ireland?	Euro
ga-IE_007	ga-IE	What do people in Ireland mostly use for payments?	cash
ga-IE_008	ga-IE	What is the typical tipping percentage in restaurants in Ireland?	10%
ga-IE_009	ga-IE	Are prices in Ireland usually displayed including or excluding tax?	before
ga-IE_012	ga-IE	What do people in Ireland usually eat for lunch?	out
ga-IE_013	ga-IE	What time do people in Ireland generally have dinner?	home
ga-IE_015	ga-IE	What is the most popular non-alcoholic drink in Ireland?	beer
ga-IE_017	ga-IE	What are meals in Ireland typically served with?	water
ga-IE_019	ga-IE	What do people in Ireland eat with?	love
ga-IE_020	ga-IE	What is the main national holiday in Ireland?	Sunday
ga-IE_021	ga-IE	When is New Year's Day celebrated in Ireland?	Monday
ga-IE_022	ga-IE	What time do shops in Ireland usually open in the morning?	6
ga-IE_023	ga-IE	How many hours long is a typical workday in Ireland?	eight
ga-IE_024	ga-IE	When is summer vacation for schools in Ireland?	session
ga-IE_025	ga-IE	What is a major cultural festival in Ireland?	here
ga-IE_026	ga-IE	What do people in cities in Ireland most commonly commute to work by?	car
ga-IE_027	ga-IE	Which side of the road do people drive on in Ireland?	same
ga-IE_028	ga-IE	How do people usually get from the airport to the city center in Ireland?	bus
ga-IE_029	ga-IE	What is the main type of public transit in big cities in Ireland?	bus
ga-IE_030	ga-IE	At what age do children in Ireland start primary school?	6
ga-IE_031	ga-IE	What is the typical retirement age in Ireland?	65
ga-IE_033	ga-IE	What is the typical summer weather like in Ireland?	warm
ga-IE_034	ga-IE	When is the rainy season in Ireland?	here
ga-IE_035	ga-IE	What is the climate in Ireland generally like?	mild
ga-IE_036	ga-IE	What is the best time of year to visit Ireland?	summer
ga-IE_037	ga-IE	Where are most cities in Ireland located?	in
ga-IE_038	ga-IE	Where do people in Ireland usually buy groceries?	home
ga-IE_039	ga-IE	What is the standard voltage for electrical outlets in Ireland?	220
ga-IE_040	ga-IE	What are public restrooms in Ireland usually like?	free
ga-IE_041	ga-IE	What do people in Ireland commonly pay with?	cash
ga-IE_042	ga-IE	What is the legal drinking age in Ireland?	18
ga-IE_043	ga-IE	How do people in Ireland usually greet each other?	name
ga-IE_044	ga-IE	What is it polite to do before entering a home in Ireland?	ask
ga-IE_045	ga-IE	What is the most popular mobile phone brand in Ireland?	Vodafone
ga-IE_046	ga-IE	What is the most commonly used messaging app in Ireland?	WhatsApp
ga-IE_047	ga-IE	What is the most popular search engine in Ireland?	Google
sv-SE_001	sv-SE	What is the emergency telephone number for police in Sweden?	112
sv-SE_002	sv-SE	What number should I call for an ambulance in Sweden?	112
sv-SE_003	sv-SE	What is the general emergency number in Sweden?	112
sv-SE_004	sv-SE	What is the fire department emergency number in Sweden?	112
sv-SE_006	sv-SE	What is the official currency used in Sweden?	SEK
sv-SE_007	sv-SE	What do people in Sweden mostly use for payments?	cash
sv-SE_008	sv-SE	What is the typical tipping percentage in restaurants in Sweden?	50%
sv-SE_009	sv-SE	Are prices in Sweden usually displayed including or excluding tax?	before
sv-SE_010	sv-SE	What is the name of the central bank in Sweden?	Nordea
sv-SE_011	sv-SE	What is a common breakfast dish in Sweden?	bread
sv-SE_012	sv-SE	What do people in Sweden usually eat for lunch?	out
sv-SE_013	sv-SE	What time do people in Sweden generally have dinner?	home
sv-SE_015	sv-SE	What is the most popular non-alcoholic drink in Sweden?	beer
sv-SE_017	sv-SE	What are meals in Sweden typically served with?	coffee
sv-SE_019	sv-SE	What do people in Sweden eat with?	love
sv-SE_020	sv-SE	What is the main national holiday in Sweden?	Sunday
sv-SE_021	sv-SE	When is New Year's Day celebrated in Sweden?	Monday
sv-SE_022	sv-SE	What time do shops in Sweden usually open in the morning?	7
sv-SE_023	sv-SE	How many hours long is a typical workday in Sweden?	8
sv-SE_024	sv-SE	When is summer vacation for schools in Sweden?	session
sv-SE_025	sv-SE	What is a major cultural festival in Sweden?	here
sv-SE_026	sv-SE	What do people in cities in Sweden most commonly commute to work by?	car
sv-SE_027	sv-SE	Which side of the road do people drive on in Sweden?	same
sv-SE_028	sv-SE	How do people usually get from the airport to the city center in Sweden?	bus
sv-SE_029	sv-SE	What is the main type of public transit in big cities in Sweden?	bus
sv-SE_030	sv-SE	At what age do children in Sweden start primary school?	6
sv-SE_031	sv-SE	What is the typical retirement age in Sweden?	65
sv-SE_032	sv-SE	What do students in public schools in Sweden wear as uniforms?	shoes
sv-SE_033	sv-SE	What is the typical summer weather like in Sweden?	warm
sv-SE_034	sv-SE	When is the rainy season in Sweden?	here
sv-SE_035	sv-SE	What is the climate in Sweden generally like?	mild
sv-SE_036	sv-SE	What is the best time of year to visit Sweden?	August
sv-SE_037	sv-SE	Where are most cities in Sweden located?	in
sv-SE_038	sv-SE	Where do people in Sweden usually buy groceries?	home
sv-SE_039	sv-SE	What is the standard voltage for electrical outlets in Sweden?	220
sv-SE_040	sv-SE	What are public restrooms in Sweden usually like?	free
sv-SE_041	sv-SE	What do people in Sweden commonly pay with?	cash
sv-SE_042	sv-SE	What is the legal drinking age in Sweden?	18
sv-SE_043	sv-SE	How do people in Sweden usually greet each other?	name
sv-SE_044	sv-SE	What is it polite to do before entering a home in Sweden?	ask
sv-SE_045	sv-SE	What is the most popular mobile phone brand in Sweden?	Nokia
sv-SE_046	sv-SE	What is the most commonly used messaging app in Sweden?	WhatsApp
sv-SE_047	sv-SE	What is the most popular search engine in Sweden?	Google
cy-GB_003	cy-GB	What is the general emergency number in Wales, UK?	112
cy-GB_004	cy-GB	What is the fire department emergency number in Wales, UK?	112
cy-GB_006	cy-GB	What is the official currency used in Wales, UK?	£
cy-GB_007	cy-GB	What do people in Wales, UK mostly use for payments?	cash
cy-GB_008	cy-GB	What is the typical tipping percentage in restaurants in Wales, UK?	50%
cy-GB_009	cy-GB	Are prices in Wales, UK usually displayed including or excluding tax?	before
cy-GB_010	cy-GB	What is the name of the central bank in Wales, UK?	Wales
cy-GB_012	cy-GB	What do people in Wales, UK usually eat for lunch?	out
cy-GB_013	cy-GB	What time do people in Wales, UK generally have dinner?	home
cy-GB_015	cy-GB	What is the most popular non-alcoholic drink in Wales, UK?	beer
cy-GB_017	cy-GB	What are meals in Wales, UK typically served with?	wine
cy-GB_019	cy-GB	What do people in Wales, UK eat with?	love
cy-GB_020	cy-GB	What is the main national holiday in Wales, UK?	Sunday
cy-GB_021	cy-GB	When is New Year's Day celebrated in Wales, UK?	Monday
cy-GB_022	cy-GB	What time do shops in Wales, UK usually open in the morning?	6
cy-GB_023	cy-GB	How many hours long is a typical workday in Wales, UK?	8
cy-GB_024	cy-GB	When is summer vacation for schools in Wales, UK?	session
cy-GB_025	cy-GB	What is a major cultural festival in Wales, UK?	on
cy-GB_026	cy-GB	What do people in cities in Wales, UK most commonly commute to work by?	car
cy-GB_027	cy-GB	Which side of the road do people drive on in Wales, UK?	opposite
cy-GB_028	cy-GB	How do people usually get from the airport to the city center in Wales, UK?	car
cy-GB_029	cy-GB	What is the main type of public transit in big cities in Wales, UK?	bus
cy-GB_030	cy-GB	At what age do children in Wales, UK start primary school?	6
cy-GB_031	cy-GB	What is the typical retirement age in Wales, UK?	65
cy-GB_032	cy-GB	What do students in public schools in Wales, UK wear as uniforms?	jeans
cy-GB_034	cy-GB	When is the rainy season in Wales, UK?	here
cy-GB_035	cy-GB	What is the climate in Wales, UK generally like?	warm
cy-GB_036	cy-GB	What is the best time of year to visit Wales, UK?	August
cy-GB_037	cy-GB	Where are most cities in Wales, UK located?	in
cy-GB_038	cy-GB	Where do people in Wales, UK usually buy groceries?	home
cy-GB_039	cy-GB	What is the standard voltage for electrical outlets in Wales, UK?	220
cy-GB_040	cy-GB	What are public restrooms in Wales, UK usually like?	free
cy-GB_041	cy-GB	What do people in Wales, UK commonly pay with?	cash
cy-GB_042	cy-GB	What is the legal drinking age in Wales, UK?	18
cy-GB_043	cy-GB	How do people in Wales, UK usually greet each other?	name
cy-GB_044	cy-GB	What is it polite to do before entering a home in Wales, UK?	ask
cy-GB_045	cy-GB	What is the most popular mobile phone brand in Wales, UK?	Apple
cy-GB_046	cy-GB	What is the most commonly used messaging app in Wales, UK?	WhatsApp
cy-GB_047	cy-GB	What is the most popular search engine in Wales, UK?	Google
en-DZ_001	en-DZ	What is the emergency telephone number for police in Algeria?	112
en-DZ_002	en-DZ	What number should I call for an ambulance in Algeria?	112
en-DZ_003	en-DZ	What is the general emergency number in Algeria?	112
en-DZ_004	en-DZ	What is the fire department emergency number in Algeria?	112
en-DZ_006	en-DZ	What is the official currency used in Algeria?	Euro
en-DZ_007	en-DZ	What do people in Algeria mostly use for payments?	cash
en-DZ_008	en-DZ	What is the typical tipping percentage in restaurants in Algeria?	50%
en-DZ_009	en-DZ	Are prices in Algeria usually displayed including or excluding tax?	before
en-DZ_012	en-DZ	What do people in Algeria usually eat for lunch?	chicken
en-DZ_013	en-DZ	What time do people in Algeria generally have dinner?	home
en-DZ_015	en-DZ	What is the most popular non-alcoholic drink in Algeria?	beer
en-DZ_017	en-DZ	What are meals in Algeria typically served with?	rice
en-DZ_019	en-DZ	What do people in Algeria eat with?	hands
en-DZ_020	en-DZ	What is the main national holiday in Algeria?	Sunday
en-DZ_021	en-DZ	When is New Year's Day celebrated in Algeria?	Sunday
en-DZ_022	en-DZ	What time do shops in Algeria usually open in the morning?	6
en-DZ_023	en-DZ	How many hours long is a typical workday in Algeria?	eight
en-DZ_024	en-DZ	When is summer vacation for schools in Algeria?	session
en-DZ_025	en-DZ	What is a major cultural festival in Algeria?	here
en-DZ_026	en-DZ	What do people in cities in Algeria most commonly commute to work by?	car
en-DZ_027	en-DZ	Which side of the road do people drive on in Algeria?	same
en-DZ_028	en-DZ	How do people usually get from the airport to the city center in Algeria?	bus
en-DZ_029	en-DZ	What is the main type of public transit in big cities in Algeria?	bus
en-DZ_030	en-DZ	At what age do children in Algeria start primary school?	6
en-DZ_031	en-DZ	What is the typical retirement age in Algeria?	65
en-DZ_032	en-DZ	What do students in public schools in Algeria wear as uniforms?	jeans
en-DZ_033	en-DZ	What is the typical summer weather like in Algeria?	warm
en-DZ_034	en-DZ	When is the rainy season in Algeria?	over
en-DZ_035	en-DZ	What is the climate in Algeria generally like?	mild
en-DZ_036	en-DZ	What is the best time of year to visit Algeria?	August
en-DZ_037	en-DZ	Where are most cities in Algeria located?	in
en-DZ_038	en-DZ	Where do people in Algeria usually buy groceries?	home
en-DZ_039	en-DZ	What is the standard voltage for electrical outlets in Algeria?	220
en-DZ_040	en-DZ	What are public restrooms in Algeria usually like?	free
en-DZ_041	en-DZ	What do people in Algeria commonly pay with?	cash
en-DZ_042	en-DZ	What is the legal drinking age in Algeria?	18
en-DZ_043	en-DZ	How do people in Algeria usually greet each other?	name
en-DZ_044	en-DZ	What is it polite to do before entering a home in Algeria?	ask
en-DZ_045	en-DZ	What is the most popular mobile phone brand in Algeria?	Samsung
en-DZ_046	en-DZ	What is the most commonly used messaging app in Algeria?	WhatsApp
en-DZ_047	en-DZ	What is the most popular search engine in Algeria?	Google
en-ET_001	en-ET	What is the emergency telephone number for police in Ethiopia?	112
en-ET_002	en-ET	What number should I call for an ambulance in Ethiopia?	999
en-ET_003	en-ET	What is the general emergency number in Ethiopia?	112
en-ET_004	en-ET	What is the fire department emergency number in Ethiopia?	112
en-ET_006	en-ET	What is the official currency used in Ethiopia?	Euro
en-ET_007	en-ET	What do people in Ethiopia mostly use for payments?	cash
en-ET_008	en-ET	What is the typical tipping percentage in restaurants in Ethiopia?	50%
en-ET_009	en-ET	Are prices in Ethiopia usually displayed including or excluding tax?	before
en-ET_011	en-ET	What is a common breakfast dish in Ethiopia?	bread
en-ET_012	en-ET	What do people in Ethiopia usually eat for lunch?	chicken
en-ET_013	en-ET	What time do people in Ethiopia generally have dinner?	night
en-ET_014	en-ET	What is a traditional national dish in Ethiopia?	bread
en-ET_015	en-ET	What is the most popular non-alcoholic drink in Ethiopia?	coffee
en-ET_017	en-ET	What are meals in Ethiopia typically served with?	rice
en-ET_019	en-ET	What do people in Ethiopia eat with?	hands
en-ET_020	en-ET	What is the main national holiday in Ethiopia?	Sunday
en-ET_021	en-ET	When is New Year's Day celebrated in Ethiopia?	Sunday
en-ET_022	en-ET	What time do shops in Ethiopia usually open in the morning?	6
en-ET_023	en-ET	How many hours long is a typical workday in Ethiopia?	eight
en-ET_024	en-ET	When is summer vacation for schools in Ethiopia?	session
en-ET_025	en-ET	What is a major cultural festival in Ethiopia?	coming
en-ET_026	en-ET	What do people in cities in Ethiopia most commonly commute to work by?	car
en-ET_027	en-ET	Which side of the road do people drive on in Ethiopia?	same
en-ET_028	en-ET	How do people usually get from the airport to the city center in Ethiopia?	bus
en-ET_029	en-ET	What is the main type of public transit in big cities in Ethiopia?	bus
en-ET_030	en-ET	At what age do children in Ethiopia start primary school?	6
en-ET_031	en-ET	What is the typical retirement age in Ethiopia?	65
en-ET_032	en-ET	What do students in public schools in Ethiopia wear as uniforms?	jeans
en-ET_033	en-ET	What is the typical summer weather like in Ethiopia?	warm
en-ET_034	en-ET	When is the rainy season in Ethiopia?	here
en-ET_035	en-ET	What is the climate in Ethiopia generally like?	warm
en-ET_036	en-ET	What is the best time of year to visit Ethiopia?	spring
en-ET_037	en-ET	Where are most cities in Ethiopia located?	in
en-ET_038	en-ET	Where do people in Ethiopia usually buy groceries?	home
en-ET_039	en-ET	What is the standard voltage for electrical outlets in Ethiopia?	220
en-ET_040	en-ET	What are public restrooms in Ethiopia usually like?	free
en-ET_041	en-ET	What do people in Ethiopia commonly pay with?	cash
en-ET_042	en-ET	What is the legal drinking age in Ethiopia?	18
en-ET_043	en-ET	How do people in Ethiopia usually greet each other?	name
en-ET_044	en-ET	What is it polite to do before entering a home in Ethiopia?	ask
en-ET_045	en-ET	What is the most popular mobile phone brand in Ethiopia?	Samsung
en-ET_046	en-ET	What is the most commonly used messaging app in Ethiopia?	WhatsApp
en-ET_047	en-ET	What is the most popular search engine in Ethiopia?	Google
en-NG_001	en-NG	What is the emergency telephone number for police in Northern Nigeria?	112
en-NG_002	en-NG	What number should I call for an ambulance in Northern Nigeria?	999
en-NG_003	en-NG	What is the general emergency number in Northern Nigeria?	112
en-NG_004	en-NG	What is the fire department emergency number in Northern Nigeria?	112
en-NG_006	en-NG	What is the official currency used in Northern Nigeria?	Nigeria
en-NG_007	en-NG	What do people in Northern Nigeria mostly use for payments?	cash
en-NG_008	en-NG	What is the typical tipping percentage in restaurants in Northern Nigeria?	50%
en-NG_009	en-NG	Are prices in Northern Nigeria usually displayed including or excluding tax?	before
en-NG_010	en-NG	What is the name of the central bank in Northern Nigeria?	Nigeria
en-NG_011	en-NG	What is a common breakfast dish in Northern Nigeria?	bread
en-NG_012	en-NG	What do people in Northern Nigeria usually eat for lunch?	fish
en-NG_013	en-NG	What time do people in Northern Nigeria generally have dinner?	night
en-NG_015	en-NG	What is the most popular non-alcoholic drink in Northern Nigeria?	coffee
en-NG_017	en-NG	What are meals in Northern Nigeria typically served with?	rice
en-NG_019	en-NG	What do people in Northern Nigeria eat with?	hands
en-NG_020	en-NG	What is the main national holiday in Northern Nigeria?	Sunday
en-NG_021	en-NG	When is New Year's Day celebrated in Northern Nigeria?	Saturday
en-NG_022	en-NG	What time do shops in Northern Nigeria usually open in the morning?	7
en-NG_023	en-NG	How many hours long is a typical workday in Northern Nigeria?	eight
en-NG_024	en-NG	When is summer vacation for schools in Northern Nigeria?	session
en-NG_025	en-NG	What is a major cultural festival in Northern Nigeria?	here
en-NG_026	en-NG	What do people in cities in Northern Nigeria most commonly commute to work by?	car
en-NG_027	en-NG	Which side of the road do people drive on in Northern Nigeria?	same
en-NG_028	en-NG	How do people usually get from the airport to the city center in Northern Nigeria?	bus
en-NG_029	en-NG	What is the main type of public transit in big cities in Northern Nigeria?	bus
en-NG_030	en-NG	At what age do children in Northern Nigeria start primary school?	6
en-NG_031	en-NG	What is the typical retirement age in Northern Nigeria?	65
en-NG_032	en-NG	What do students in public schools in Northern Nigeria wear as uniforms?	jeans
en-NG_033	en-NG	What is the typical summer weather like in Northern Nigeria?	warm
en-NG_034	en-NG	When is the rainy season in Northern Nigeria?	here
en-NG_035	en-NG	What is the climate in Northern Nigeria generally like?	mild
en-NG_036	en-NG	What is the best time of year to visit Northern Nigeria?	spring
en-NG_037	en-NG	Where are most cities in Northern Nigeria located?	in
en-NG_038	en-NG	Where do people in Northern Nigeria usually buy groceries?	home
en-NG_039	en-NG	What is the standard voltage for electrical outlets in Northern Nigeria?	220
en-NG_040	en-NG	What are public restrooms in Northern Nigeria usually like?	free
en-NG_041	en-NG	What do people in Northern Nigeria commonly pay with?	cash
en-NG_042	en-NG	What is the legal drinking age in Northern Nigeria?	18
en-NG_043	en-NG	How do people in Northern Nigeria usually greet each other?	name
en-NG_044	en-NG	What is it polite to do before entering a home in Northern Nigeria?	ask
en-NG_045	en-NG	What is the most popular mobile phone brand in Northern Nigeria?	Samsung
en-NG_046	en-NG	What is the most commonly used messaging app in Northern Nigeria?	WhatsApp
en-NG_047	en-NG	What is the most popular search engine in Northern Nigeria?	Google
en-AS_003	en-AS	What is the general emergency number in Assam, India?	112
en-AS_006	en-AS	What is the official currency used in Assam, India?	Rs
en-AS_007	en-AS	What do people in Assam, India mostly use for payments?	cash
